id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,location,phone,display_phone,distance,price
dc3hkLkAqCSxDWQzrx-g9A,quality-italian-new-york,Quality Italian,https://s3-media2.fl.yelpcdn.com/bphoto/7JK95Qmi9lKwvI7ags6fVA/o.jpg,False,https://www.yelp.com/biz/quality-italian-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,1413,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'steak', 'title': 'Steakhouses'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.7644044527436, 'longitude': -73.9767805051616}","['delivery', 'pickup']","{'address1': '57 W 57th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['57 W 57th St', 'New York, NY 10019']}",+12123901111,(212) 390-1111,487.85506383973416,$$$
5F9kZPnAleDYqCeCyvGJPA,bad-roman-new-york,Bad Roman,https://s3-media3.fl.yelpcdn.com/bphoto/cU7SyNOn3RU9axmGoyZ4SQ/o.jpg,False,https://www.yelp.com/biz/bad-roman-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,391,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'italian', 'title': 'Italian'}]",4.0,"{'latitude': 40.768494, 'longitude': -73.983072}",[],"{'address1': '10 Columbus Cir', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['10 Columbus Cir', 'New York, NY 10019']}",+12129702033,(212) 970-2033,1007.6176341306971,$$$$
WESN7P6dKjgipjcd8laKIg,lulla-new-york,Lulla,https://s3-media2.fl.yelpcdn.com/bphoto/1mlWUAL-qrCPeF_NN41YUg/o.jpg,False,https://www.yelp.com/biz/lulla-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,14,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.74412361013777, 'longitude': -73.99299409999999}",[],"{'address1': '113 W 24th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10011', 'country': 'US', 'state': 'NY', 'display_address': ['113 W 24th St', 'New York, NY 10011']}",+16469302322,(646) 930-2322,2166.105834666871,
Rc1lxc5lSKJYd162JHNMfQ,bea-new-york,Bea,https://s3-media3.fl.yelpcdn.com/bphoto/Xti3b8-6LP8UnG016hJfVQ/o.jpg,False,https://www.yelp.com/biz/bea-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,2889,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 40.7591968, 'longitude': -73.9923361}","['restaurant_reservation', 'delivery']","{'address1': '403 W 43rd St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['403 W 43rd St', 'New York, NY 10036']}",+12126021910,(212) 602-1910,1170.8006890886013,$$
AA9wpuJRhkSHUePAiv3otA,the-leroy-house-new-york-5,The Leroy House,https://s3-media2.fl.yelpcdn.com/bphoto/cmQQhuCh-wIJ646DVhUYrw/o.jpg,False,https://www.yelp.com/biz/the-leroy-house-new-york-5?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,187,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.5,"{'latitude': 40.73063, 'longitude': -74.00661}","['delivery', 'pickup']","{'address1': '430 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['430 Hudson St', 'New York, NY 10014']}",+16465900640,(646) 590-0640,4050.285940443716,$$$
AsN3B_FjIDxjISs9K_d_ZQ,peachy-keen-new-york,Peachy Keen,https://s3-media1.fl.yelpcdn.com/bphoto/j7tJwOxOrxgolFBfRHE-dg/o.jpg,False,https://www.yelp.com/biz/peachy-keen-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,507,"[{'alias': 'desserts', 'title': 'Desserts'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 40.75919366932837, 'longitude': -73.98975277259541}","['delivery', 'pickup']","{'address1': '325 W 44th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10036', 'country': 'US', 'state': 'NY', 'display_address': ['325 W 44th St', 'New York, NY 10036']}",+12122452337,(212) 245-2337,954.5127637436204,$$
-J8VuX3wGrYSOBu2G0hMsw,katsu-hama-new-york,Katsu-Hama,https://s3-media3.fl.yelpcdn.com/bphoto/496l921LQRGO5fyZYQQOVA/o.jpg,False,https://www.yelp.com/biz/katsu-hama-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,1626,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.75638, 'longitude': -73.97759}","['delivery', 'pickup']","{'address1': '11 E 47th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10017', 'country': 'US', 'state': 'NY', 'display_address': ['11 E 47th St', 'New York, NY 10017']}",+12127585909,(212) 758-5909,425.60730387740625,$$
Zp-K3ztVTzR-LrWwl_CBgA,la-pecora-bianca-new-york-6,La Pecora Bianca,https://s3-media1.fl.yelpcdn.com/bphoto/_Ic5KSqAxdL2dd6UkeuyGw/o.jpg,False,https://www.yelp.com/biz/la-pecora-bianca-new-york-6?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,259,"[{'alias': 'bars', 'title': 'Bars'}, {'alias': 'italian', 'title': 'Italian'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.7525275894982, 'longitude': -73.9829860255122}",[],"{'address1': '20 W 40th St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10018', 'country': 'US', 'state': 'NY', 'display_address': ['20 W 40th St', 'New York, NY 10018']}",+12129244040,(212) 924-4040,934.5677629757193,
qEe7nIhPfEL6L0-VYhWRrA,raku-new-york-6,Raku,https://s3-media2.fl.yelpcdn.com/bphoto/F27q2Tq72amfU1iyq1AOyg/o.jpg,False,https://www.yelp.com/biz/raku-new-york-6?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,919,"[{'alias': 'japanese', 'title': 'Japanese'}, {'alias': 'noodles', 'title': 'Noodles'}]",4.5,"{'latitude': 40.72728, 'longitude': -74.00252}","['delivery', 'pickup']","{'address1': '48 Macdougal St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['48 Macdougal St', 'New York, NY 10012']}",+12129894797,(212) 989-4797,4188.38567733272,$$
h37t9rA06Sr4EetJjKrfzw,don-angie-new-york,Don Angie,https://s3-media2.fl.yelpcdn.com/bphoto/onJX6_vaMPHXUqIbMrq79A/o.jpg,False,https://www.yelp.com/biz/don-angie-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,784,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.5,"{'latitude': 40.73778, 'longitude': -74.00197}",['delivery'],"{'address1': '103 Greenwich Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10014', 'country': 'US', 'state': 'NY', 'display_address': ['103 Greenwich Ave', 'New York, NY 10014']}",+12128898884,(212) 889-8884,3185.3614588844407,$$$
3gqKLANaXNsHZnPDjKrcTg,win-son-brooklyn-4,Win Son,https://s3-media4.fl.yelpcdn.com/bphoto/NrBfaTwqecJC6IVrR0hNpg/o.jpg,False,https://www.yelp.com/biz/win-son-brooklyn-4?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,753,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'newamerican', 'title': 'American (New)'}]",4.0,"{'latitude': 40.70747, 'longitude': -73.94339}",['delivery'],"{'address1': '159 Graham Ave', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11206', 'country': 'US', 'state': 'NY', 'display_address': ['159 Graham Ave', 'Brooklyn, NY 11206']}",+13474576010,(347) 457-6010,6566.1806971643055,$$
YC-wGlO0oOkEIaCEDZv-ag,yakitori-totto-new-york,Yakitori Totto,https://s3-media2.fl.yelpcdn.com/bphoto/z--vn2U2bjlg7Bls1DUB2g/o.jpg,False,https://www.yelp.com/biz/yakitori-totto-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,1441,"[{'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 40.765375, 'longitude': -73.983114}","['delivery', 'pickup']","{'address1': '251 W 55th St', 'address2': 'Fl 2', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['251 W 55th St', 'Fl 2', 'New York, NY 10019']}",+12122454555,(212) 245-4555,692.9652189141184,$$
gXgE7myTLwzXpnlfTXlzKQ,artesano-peruvian-cuisine-new-york,Artesano Peruvian Cuisine,https://s3-media2.fl.yelpcdn.com/bphoto/cBtPB20TgHTgT_2-4Gsuug/o.jpg,False,https://www.yelp.com/biz/artesano-peruvian-cuisine-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,89,"[{'alias': 'peruvian', 'title': 'Peruvian'}, {'alias': 'bars', 'title': 'Bars'}]",4.5,"{'latitude': 40.714477664263505, 'longitude': -74.0074549}",['restaurant_reservation'],"{'address1': '90 Chambers St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['90 Chambers St', 'New York, NY 10007']}",+12123720297,(212) 372-0297,5640.569856271929,
XIlVM-Ma9R7Y43nnru2v5w,nasrin-s-kitchen-new-york,Nasrin’s Kitchen,https://s3-media3.fl.yelpcdn.com/bphoto/--dEJ7sx8vVTgozfrUSafQ/o.jpg,False,https://www.yelp.com/biz/nasrin-s-kitchen-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,15,"[{'alias': 'persian', 'title': 'Persian/Iranian'}]",4.5,"{'latitude': 40.763953, 'longitude': -73.97588204238171}","['delivery', 'pickup']","{'address1': '35 W 57th St', 'address2': None, 'address3': None, 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['35 W 57th St', 'New York, NY 10019']}",+13479060209,(347) 906-0209,470.5308086730361,
nMyot99PkX5iYCdxHoRJqQ,ariari-new-york,ARIARI,https://s3-media1.fl.yelpcdn.com/bphoto/IQbVjJaYnvf1QZlgocL1Bw/o.jpg,False,https://www.yelp.com/biz/ariari-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,217,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'tapasmallplates', 'title': 'Tapas/Small Plates'}, {'alias': 'gastropubs', 'title': 'Gastropubs'}]",4.5,"{'latitude': 40.727283504010266, 'longitude': -73.9858313}",[],"{'address1': '119 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10003', 'country': 'US', 'state': 'NY', 'display_address': ['119 1st Ave', 'New York, NY 10003']}",+16464227466,(646) 422-7466,3713.517685121957,
Lw044EfH1h3XhUhri3ExfA,blackbarn-new-york,BLACKBARN,https://s3-media2.fl.yelpcdn.com/bphoto/tynT-qoPLkafnZGnSA38NA/o.jpg,False,https://www.yelp.com/biz/blackbarn-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,703,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'venues', 'title': 'Venues & Event Spaces'}]",4.0,"{'latitude': 40.7431, 'longitude': -73.9871}","['delivery', 'pickup']","{'address1': '19 E 26th St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10010', 'country': 'US', 'state': 'NY', 'display_address': ['19 E 26th St', 'New York, NY 10010']}",+12122655959,(212) 265-5959,2037.0601749563348,$$$
WJS06XxRdc6DD1s4LWE9HA,fish-cheeks-new-york,Fish Cheeks,https://s3-media2.fl.yelpcdn.com/bphoto/pqupe3fe52869QQ23KkiBg/o.jpg,False,https://www.yelp.com/biz/fish-cheeks-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,1416,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'raw_food', 'title': 'Live/Raw Food'}]",4.5,"{'latitude': 40.7258, 'longitude': -73.9927}","['delivery', 'pickup']","{'address1': '55 Bond St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['55 Bond St', 'New York, NY 10012']}",+12126772223,(212) 677-2223,4022.0658399543577,$$
GuzlMBKNoClNx5I1-x-DDg,53-nyc-new-york,53 NYC,https://s3-media3.fl.yelpcdn.com/bphoto/NtAcdqUTunURwtVNm0ULIA/o.jpg,False,https://www.yelp.com/biz/53-nyc-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,116,"[{'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'bars', 'title': 'Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 40.76179318437133, 'longitude': -73.9780863}",[],"{'address1': '53 W 53rd St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['53 W 53rd St', 'New York, NY 10019']}",+16465353994,(646) 535-3994,178.92730813115645,$$$$
WAVszL8c2-JhQdFpUAxFBg,sartianos-new-york-2,Sartiano's,https://s3-media4.fl.yelpcdn.com/bphoto/eL_CJ4nEzBu28XvYxyMJOQ/o.jpg,False,https://www.yelp.com/biz/sartianos-new-york-2?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,33,"[{'alias': 'italian', 'title': 'Italian'}]",4.5,"{'latitude': 40.72479646297092, 'longitude': -73.99865347261444}",[],"{'address1': '99 Prince St', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10012', 'country': 'US', 'state': 'NY', 'display_address': ['99 Prince St', 'New York, NY 10012']}",+12126581155,(212) 658-1155,4288.731866866788,
AHrU1F123QPdVPTCnsy_xA,chalong-new-york,Chalong,https://s3-media3.fl.yelpcdn.com/bphoto/gTvsnftZiYJem-EQ36D31A/o.jpg,False,https://www.yelp.com/biz/chalong-new-york?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,202,"[{'alias': 'thai', 'title': 'Thai'}]",4.5,"{'latitude': 40.763924, 'longitude': -73.988883}","['delivery', 'pickup']","{'address1': '749 9th Ave', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10019', 'country': 'US', 'state': 'NY', 'display_address': ['749 9th Ave', 'New York, NY 10019']}",+12124666456,(212) 466-6456,976.8202105636669,
O1fUmxt3kbV-rnyjBtzAfw,thep-thai-restaurant-new-york-5,THEP Thai Restaurant,https://s3-media3.fl.yelpcdn.com/bphoto/WymEpZCm4CPRTeVHXVyzXQ/o.jpg,False,https://www.yelp.com/biz/thep-thai-restaurant-new-york-5?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,2792,"[{'alias': 'thai', 'title': 'Thai'}, {'alias': 'noodles', 'title': 'Noodles'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.5,"{'latitude': 40.77078, 'longitude': -73.95727}","['delivery', 'pickup']","{'address1': '1439 2nd Ave', 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10021', 'country': 'US', 'state': 'NY', 'display_address': ['1439 2nd Ave', 'New York, NY 10021']}",+12128999995,(212) 899-9995,2139.6234386595825,$$
J3NT61-AH5d5Gu5tFJhYSw,the-cabin-nyc-new-york-2,The Cabin NYC,https://s3-media2.fl.yelpcdn.com/bphoto/Q2OTdIemL0mr7Pci_S1kcA/o.jpg,False,https://www.yelp.com/biz/the-cabin-nyc-new-york-2?adjust_creative=1K5zb71fu5NPxEGmi0zFIw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=1K5zb71fu5NPxEGmi0zFIw,615,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.0,"{'latitude': 40.72393, 'longitude': -73.98383}","['restaurant_reservation', 'delivery', 'pickup']","{'address1': '205 E 4th St', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['205 E 4th St', 'New York, NY 10009']}",+12127770454,(212) 777-0454,4055.8669880946763,$$
